,datetime,season,hours,price
5131,2025-08-02 19:00:00,SummerHDP,19:00,0.788
5132,2025-08-02 20:00:00,SummerHDP,20:00,0.559
5133,2025-08-02 21:00:00,SummerHDP,21:00,0.333
5134,2025-08-02 22:00:00,SummerHDP,22:00,0.215
5135,2025-08-02 23:00:00,SummerHDP,23:00,0.149
5136,2025-08-03 00:00:00,SummerHDP,00:00,0.086
5137,2025-08-03 01:00:00,SummerHDP,01:00,0.059
5138,2025-08-03 02:00:00,SummerHDP,02:00,0.038
5139,2025-08-03 03:00:00,SummerHDP,03:00,0.025
5140,2025-08-03 04:00:00,SummerHDP,04:00,0.016
5141,2025-08-03 05:00:00,SummerHDP,05:00,0.022
5142,2025-08-03 06:00:00,SummerHDP,06:00,0.036
5143,2025-08-03 07:00:00,SummerHDP,07:00,0.021
5144,2025-08-03 08:00:00,SummerHDP,08:00,0.011
5145,2025-08-03 09:00:00,SummerHDP,09:00,0.019
5146,2025-08-03 10:00:00,SummerHDP,10:00,0.031
5147,2025-08-03 11:00:00,SummerHDP,11:00,0.061
5148,2025-08-03 12:00:00,SummerHDP,12:00,0.092
5149,2025-08-03 13:00:00,SummerHDP,13:00,0.124
5150,2025-08-03 14:00:00,SummerHDP,14:00,0.167
5151,2025-08-03 15:00:00,SummerHDP,15:00,0.215
5152,2025-08-03 16:00:00,SummerHDP,16:00,0.356
5153,2025-08-03 17:00:00,SummerHDP,17:00,0.489
5154,2025-08-03 18:00:00,SummerHDP,18:00,0.71
5155,2025-08-03 19:00:00,SummerHDP,19:00,0.788
5156,2025-08-03 20:00:00,SummerHDP,20:00,0.559
5157,2025-08-03 21:00:00,SummerHDP,21:00,0.333
5158,2025-08-03 22:00:00,SummerHDP,22:00,0.215
5159,2025-08-03 23:00:00,SummerHDP,23:00,0.149
5160,2025-08-04 00:00:00,SummerHDP,00:00,0.086
5161,2025-08-04 01:00:00,SummerHDP,01:00,0.059
5162,2025-08-04 02:00:00,SummerHDP,02:00,0.038
5163,2025-08-04 03:00:00,SummerHDP,03:00,0.025
5164,2025-08-04 04:00:00,SummerHDP,04:00,0.016
5165,2025-08-04 05:00:00,SummerHDP,05:00,0.022
5166,2025-08-04 06:00:00,SummerHDP,06:00,0.036
5167,2025-08-04 07:00:00,SummerHDP,07:00,0.021
5168,2025-08-04 08:00:00,SummerHDP,08:00,0.011
5169,2025-08-04 09:00:00,SummerHDP,09:00,0.019
5170,2025-08-04 10:00:00,SummerHDP,10:00,0.031
5171,2025-08-04 11:00:00,SummerHDP,11:00,0.061
5172,2025-08-04 12:00:00,SummerHDP,12:00,0.092
5173,2025-08-04 13:00:00,SummerHDP,13:00,0.124
5174,2025-08-04 14:00:00,SummerHDP,14:00,0.167
5175,2025-08-04 15:00:00,SummerHDP,15:00,0.215
5176,2025-08-04 16:00:00,SummerHDP,16:00,0.356
5177,2025-08-04 17:00:00,SummerHDP,17:00,0.489
5178,2025-08-04 18:00:00,SummerHDP,18:00,0.71
5179,2025-08-04 19:00:00,SummerHDP,19:00,0.788
5180,2025-08-04 20:00:00,SummerHDP,20:00,0.559
5181,2025-08-04 21:00:00,SummerHDP,21:00,0.333
5182,2025-08-04 22:00:00,SummerHDP,22:00,0.215
5183,2025-08-04 23:00:00,SummerHDP,23:00,0.149
5184,2025-08-05 00:00:00,SummerHDP,00:00,0.086
5185,2025-08-05 01:00:00,SummerHDP,01:00,0.059
5186,2025-08-05 02:00:00,SummerHDP,02:00,0.038
5187,2025-08-05 03:00:00,SummerHDP,03:00,0.025
5188,2025-08-05 04:00:00,SummerHDP,04:00,0.016
5189,2025-08-05 05:00:00,SummerHDP,05:00,0.022
5190,2025-08-05 06:00:00,SummerHDP,06:00,0.036
5191,2025-08-05 07:00:00,SummerHDP,07:00,0.021
5192,2025-08-05 08:00:00,SummerHDP,08:00,0.011
5193,2025-08-05 09:00:00,SummerHDP,09:00,0.019
5194,2025-08-05 10:00:00,SummerHDP,10:00,0.031
5195,2025-08-05 11:00:00,SummerHDP,11:00,0.061
5196,2025-08-05 12:00:00,SummerHDP,12:00,0.092
5197,2025-08-05 13:00:00,SummerHDP,13:00,0.124
5198,2025-08-05 14:00:00,SummerHDP,14:00,0.167
5199,2025-08-05 15:00:00,SummerHDP,15:00,0.215
5200,2025-08-05 16:00:00,SummerHDP,16:00,0.356
5201,2025-08-05 17:00:00,SummerHDP,17:00,0.489
5202,2025-08-05 18:00:00,SummerHDP,18:00,0.71
5203,2025-08-05 19:00:00,SummerHDP,19:00,0.788
5204,2025-08-05 20:00:00,SummerHDP,20:00,0.559
5205,2025-08-05 21:00:00,SummerHDP,21:00,0.333
5206,2025-08-05 22:00:00,SummerHDP,22:00,0.215
5207,2025-08-05 23:00:00,SummerHDP,23:00,0.149
5208,2025-08-06 00:00:00,SummerHDP,00:00,0.086
5209,2025-08-06 01:00:00,SummerHDP,01:00,0.059
5210,2025-08-06 02:00:00,SummerHDP,02:00,0.038
5211,2025-08-06 03:00:00,SummerHDP,03:00,0.025
5212,2025-08-06 04:00:00,SummerHDP,04:00,0.016
5213,2025-08-06 05:00:00,SummerHDP,05:00,0.022
5214,2025-08-06 06:00:00,SummerHDP,06:00,0.036
5215,2025-08-06 07:00:00,SummerHDP,07:00,0.021
5216,2025-08-06 08:00:00,SummerHDP,08:00,0.011
5217,2025-08-06 09:00:00,SummerHDP,09:00,0.019
5218,2025-08-06 10:00:00,SummerHDP,10:00,0.031
5219,2025-08-06 11:00:00,SummerHDP,11:00,0.061
5220,2025-08-06 12:00:00,SummerHDP,12:00,0.092
5221,2025-08-06 13:00:00,SummerHDP,13:00,0.124
5222,2025-08-06 14:00:00,SummerHDP,14:00,0.167
5223,2025-08-06 15:00:00,SummerHDP,15:00,0.215
5224,2025-08-06 16:00:00,SummerHDP,16:00,0.356
5225,2025-08-06 17:00:00,SummerHDP,17:00,0.489
5226,2025-08-06 18:00:00,SummerHDP,18:00,0.71
5227,2025-08-06 19:00:00,SummerHDP,19:00,0.788
5228,2025-08-06 20:00:00,SummerHDP,20:00,0.559
5229,2025-08-06 21:00:00,SummerHDP,21:00,0.333
5230,2025-08-06 22:00:00,SummerHDP,22:00,0.215
5231,2025-08-06 23:00:00,SummerHDP,23:00,0.149
5232,2025-08-07 00:00:00,SummerHDP,00:00,0.086
5233,2025-08-07 01:00:00,SummerHDP,01:00,0.059
5234,2025-08-07 02:00:00,SummerHDP,02:00,0.038
5235,2025-08-07 03:00:00,SummerHDP,03:00,0.025
5236,2025-08-07 04:00:00,SummerHDP,04:00,0.016
5237,2025-08-07 05:00:00,SummerHDP,05:00,0.022
5238,2025-08-07 06:00:00,SummerHDP,06:00,0.036
5239,2025-08-07 07:00:00,SummerHDP,07:00,0.021
5240,2025-08-07 08:00:00,SummerHDP,08:00,0.011
5241,2025-08-07 09:00:00,SummerHDP,09:00,0.019
5242,2025-08-07 10:00:00,SummerHDP,10:00,0.031
5243,2025-08-07 11:00:00,SummerHDP,11:00,0.061
5244,2025-08-07 12:00:00,SummerHDP,12:00,0.092
5245,2025-08-07 13:00:00,SummerHDP,13:00,0.124
5246,2025-08-07 14:00:00,SummerHDP,14:00,0.167
5247,2025-08-07 15:00:00,SummerHDP,15:00,0.215
5248,2025-08-07 16:00:00,SummerHDP,16:00,0.356
5249,2025-08-07 17:00:00,SummerHDP,17:00,0.489
5250,2025-08-07 18:00:00,SummerHDP,18:00,0.71
5251,2025-08-07 19:00:00,SummerHDP,19:00,0.788
5252,2025-08-07 20:00:00,SummerHDP,20:00,0.559
5253,2025-08-07 21:00:00,SummerHDP,21:00,0.333
5254,2025-08-07 22:00:00,SummerHDP,22:00,0.215
5255,2025-08-07 23:00:00,SummerHDP,23:00,0.149
5256,2025-08-08 00:00:00,SummerHDP,00:00,0.086
5257,2025-08-08 01:00:00,SummerHDP,01:00,0.059
5258,2025-08-08 02:00:00,SummerHDP,02:00,0.038
5259,2025-08-08 03:00:00,SummerHDP,03:00,0.025
5260,2025-08-08 04:00:00,SummerHDP,04:00,0.016
5261,2025-08-08 05:00:00,SummerHDP,05:00,0.022
5262,2025-08-08 06:00:00,SummerHDP,06:00,0.036
5263,2025-08-08 07:00:00,SummerHDP,07:00,0.021
5264,2025-08-08 08:00:00,SummerHDP,08:00,0.011
5265,2025-08-08 09:00:00,SummerHDP,09:00,0.019
5266,2025-08-08 10:00:00,SummerHDP,10:00,0.031
5267,2025-08-08 11:00:00,SummerHDP,11:00,0.061
5268,2025-08-08 12:00:00,SummerHDP,12:00,0.092
5269,2025-08-08 13:00:00,SummerHDP,13:00,0.124
5270,2025-08-08 14:00:00,SummerHDP,14:00,0.167
5271,2025-08-08 15:00:00,SummerHDP,15:00,0.215
5272,2025-08-08 16:00:00,SummerHDP,16:00,0.356
5273,2025-08-08 17:00:00,SummerHDP,17:00,0.489
5274,2025-08-08 18:00:00,SummerHDP,18:00,0.71
5275,2025-08-08 19:00:00,SummerHDP,19:00,0.788
5276,2025-08-08 20:00:00,SummerHDP,20:00,0.559
5277,2025-08-08 21:00:00,SummerHDP,21:00,0.333
5278,2025-08-08 22:00:00,SummerHDP,22:00,0.215
5279,2025-08-08 23:00:00,SummerHDP,23:00,0.149
5280,2025-08-09 00:00:00,SummerHDP,00:00,0.086
5281,2025-08-09 01:00:00,SummerHDP,01:00,0.059
5282,2025-08-09 02:00:00,SummerHDP,02:00,0.038
5283,2025-08-09 03:00:00,SummerHDP,03:00,0.025
5284,2025-08-09 04:00:00,SummerHDP,04:00,0.016
5285,2025-08-09 05:00:00,SummerHDP,05:00,0.022
5286,2025-08-09 06:00:00,SummerHDP,06:00,0.036
5287,2025-08-09 07:00:00,SummerHDP,07:00,0.021
5288,2025-08-09 08:00:00,SummerHDP,08:00,0.011
5289,2025-08-09 09:00:00,SummerHDP,09:00,0.019
5290,2025-08-09 10:00:00,SummerHDP,10:00,0.031
5291,2025-08-09 11:00:00,SummerHDP,11:00,0.061
5292,2025-08-09 12:00:00,SummerHDP,12:00,0.092
5293,2025-08-09 13:00:00,SummerHDP,13:00,0.124
5294,2025-08-09 14:00:00,SummerHDP,14:00,0.167
5295,2025-08-09 15:00:00,SummerHDP,15:00,0.215
5296,2025-08-09 16:00:00,SummerHDP,16:00,0.356
5297,2025-08-09 17:00:00,SummerHDP,17:00,0.489
5298,2025-08-09 18:00:00,SummerHDP,18:00,0.71
5299,2025-08-09 19:00:00,SummerHDP,19:00,0.788
5300,2025-08-09 20:00:00,SummerHDP,20:00,0.559
5301,2025-08-09 21:00:00,SummerHDP,21:00,0.333
5302,2025-08-09 22:00:00,SummerHDP,22:00,0.215
5303,2025-08-09 23:00:00,SummerHDP,23:00,0.149
5304,2025-08-10 00:00:00,SummerHDP,00:00,0.086
5305,2025-08-10 01:00:00,SummerHDP,01:00,0.059
5306,2025-08-10 02:00:00,SummerHDP,02:00,0.038
5307,2025-08-10 03:00:00,SummerHDP,03:00,0.025
5308,2025-08-10 04:00:00,SummerHDP,04:00,0.016
5309,2025-08-10 05:00:00,SummerHDP,05:00,0.022
5310,2025-08-10 06:00:00,SummerHDP,06:00,0.036
5311,2025-08-10 07:00:00,SummerHDP,07:00,0.021
5312,2025-08-10 08:00:00,SummerHDP,08:00,0.011
5313,2025-08-10 09:00:00,SummerHDP,09:00,0.019
5314,2025-08-10 10:00:00,SummerHDP,10:00,0.031
5315,2025-08-10 11:00:00,SummerHDP,11:00,0.061
5316,2025-08-10 12:00:00,SummerHDP,12:00,0.092
5317,2025-08-10 13:00:00,SummerHDP,13:00,0.124
5318,2025-08-10 14:00:00,SummerHDP,14:00,0.167
5319,2025-08-10 15:00:00,SummerHDP,15:00,0.215
5320,2025-08-10 16:00:00,SummerHDP,16:00,0.356
5321,2025-08-10 17:00:00,SummerHDP,17:00,0.489
5322,2025-08-10 18:00:00,SummerHDP,18:00,0.71
5323,2025-08-10 19:00:00,SummerHDP,19:00,0.788
5324,2025-08-10 20:00:00,SummerHDP,20:00,0.559
5325,2025-08-10 21:00:00,SummerHDP,21:00,0.333
5326,2025-08-10 22:00:00,SummerHDP,22:00,0.215
5327,2025-08-10 23:00:00,SummerHDP,23:00,0.149
5328,2025-08-11 00:00:00,SummerHDP,00:00,0.086
5329,2025-08-11 01:00:00,SummerHDP,01:00,0.059
5330,2025-08-11 02:00:00,SummerHDP,02:00,0.038
5331,2025-08-11 03:00:00,SummerHDP,03:00,0.025
5332,2025-08-11 04:00:00,SummerHDP,04:00,0.016
5333,2025-08-11 05:00:00,SummerHDP,05:00,0.022
5334,2025-08-11 06:00:00,SummerHDP,06:00,0.036
5335,2025-08-11 07:00:00,SummerHDP,07:00,0.021
5336,2025-08-11 08:00:00,SummerHDP,08:00,0.011
5337,2025-08-11 09:00:00,SummerHDP,09:00,0.019
5338,2025-08-11 10:00:00,SummerHDP,10:00,0.031
5339,2025-08-11 11:00:00,SummerHDP,11:00,0.061
5340,2025-08-11 12:00:00,SummerHDP,12:00,0.092
5341,2025-08-11 13:00:00,SummerHDP,13:00,0.124
5342,2025-08-11 14:00:00,SummerHDP,14:00,0.167
5343,2025-08-11 15:00:00,SummerHDP,15:00,0.215
5344,2025-08-11 16:00:00,SummerHDP,16:00,0.356
5345,2025-08-11 17:00:00,SummerHDP,17:00,0.489
5346,2025-08-11 18:00:00,SummerHDP,18:00,0.71
5347,2025-08-11 19:00:00,SummerHDP,19:00,0.788
5348,2025-08-11 20:00:00,SummerHDP,20:00,0.559
5349,2025-08-11 21:00:00,SummerHDP,21:00,0.333
5350,2025-08-11 22:00:00,SummerHDP,22:00,0.215
5351,2025-08-11 23:00:00,SummerHDP,23:00,0.149
5352,2025-08-12 00:00:00,SummerHDP,00:00,0.086
5353,2025-08-12 01:00:00,SummerHDP,01:00,0.059
5354,2025-08-12 02:00:00,SummerHDP,02:00,0.038
5355,2025-08-12 03:00:00,SummerHDP,03:00,0.025
5356,2025-08-12 04:00:00,SummerHDP,04:00,0.016
5357,2025-08-12 05:00:00,SummerHDP,05:00,0.022
5358,2025-08-12 06:00:00,SummerHDP,06:00,0.036
5359,2025-08-12 07:00:00,SummerHDP,07:00,0.021
5360,2025-08-12 08:00:00,SummerHDP,08:00,0.011
5361,2025-08-12 09:00:00,SummerHDP,09:00,0.019
5362,2025-08-12 10:00:00,SummerHDP,10:00,0.031
5363,2025-08-12 11:00:00,SummerHDP,11:00,0.061
5364,2025-08-12 12:00:00,SummerHDP,12:00,0.092
5365,2025-08-12 13:00:00,SummerHDP,13:00,0.124
5366,2025-08-12 14:00:00,SummerHDP,14:00,0.167
5367,2025-08-12 15:00:00,SummerHDP,15:00,0.215
5368,2025-08-12 16:00:00,SummerHDP,16:00,0.356
5369,2025-08-12 17:00:00,SummerHDP,17:00,0.489
5370,2025-08-12 18:00:00,SummerHDP,18:00,0.71
5371,2025-08-12 19:00:00,SummerHDP,19:00,0.788
5372,2025-08-12 20:00:00,SummerHDP,20:00,0.559
5373,2025-08-12 21:00:00,SummerHDP,21:00,0.333
5374,2025-08-12 22:00:00,SummerHDP,22:00,0.215
5375,2025-08-12 23:00:00,SummerHDP,23:00,0.149
5376,2025-08-13 00:00:00,SummerHDP,00:00,0.086
5377,2025-08-13 01:00:00,SummerHDP,01:00,0.059
5378,2025-08-13 02:00:00,SummerHDP,02:00,0.038
5379,2025-08-13 03:00:00,SummerHDP,03:00,0.025
5380,2025-08-13 04:00:00,SummerHDP,04:00,0.016
5381,2025-08-13 05:00:00,SummerHDP,05:00,0.022
5382,2025-08-13 06:00:00,SummerHDP,06:00,0.036
5383,2025-08-13 07:00:00,SummerHDP,07:00,0.021
5384,2025-08-13 08:00:00,SummerHDP,08:00,0.011
5385,2025-08-13 09:00:00,SummerHDP,09:00,0.019
5386,2025-08-13 10:00:00,SummerHDP,10:00,0.031
5387,2025-08-13 11:00:00,SummerHDP,11:00,0.061
5388,2025-08-13 12:00:00,SummerHDP,12:00,0.092
5389,2025-08-13 13:00:00,SummerHDP,13:00,0.124
5390,2025-08-13 14:00:00,SummerHDP,14:00,0.167
5391,2025-08-13 15:00:00,SummerHDP,15:00,0.215
5392,2025-08-13 16:00:00,SummerHDP,16:00,0.356
5393,2025-08-13 17:00:00,SummerHDP,17:00,0.489
5394,2025-08-13 18:00:00,SummerHDP,18:00,0.71
5395,2025-08-13 19:00:00,SummerHDP,19:00,0.788
5396,2025-08-13 20:00:00,SummerHDP,20:00,0.559
5397,2025-08-13 21:00:00,SummerHDP,21:00,0.333
5398,2025-08-13 22:00:00,SummerHDP,22:00,0.215
5399,2025-08-13 23:00:00,SummerHDP,23:00,0.149
5400,2025-08-14 00:00:00,SummerHDP,00:00,0.086
5401,2025-08-14 01:00:00,SummerHDP,01:00,0.059
5402,2025-08-14 02:00:00,SummerHDP,02:00,0.038
5403,2025-08-14 03:00:00,SummerHDP,03:00,0.025
5404,2025-08-14 04:00:00,SummerHDP,04:00,0.016
5405,2025-08-14 05:00:00,SummerHDP,05:00,0.022
5406,2025-08-14 06:00:00,SummerHDP,06:00,0.036
5407,2025-08-14 07:00:00,SummerHDP,07:00,0.021
5408,2025-08-14 08:00:00,SummerHDP,08:00,0.011
5409,2025-08-14 09:00:00,SummerHDP,09:00,0.019
5410,2025-08-14 10:00:00,SummerHDP,10:00,0.031
5411,2025-08-14 11:00:00,SummerHDP,11:00,0.061
5412,2025-08-14 12:00:00,SummerHDP,12:00,0.092
5413,2025-08-14 13:00:00,SummerHDP,13:00,0.124
5414,2025-08-14 14:00:00,SummerHDP,14:00,0.167
5415,2025-08-14 15:00:00,SummerHDP,15:00,0.215
5416,2025-08-14 16:00:00,SummerHDP,16:00,0.356
5417,2025-08-14 17:00:00,SummerHDP,17:00,0.489
5418,2025-08-14 18:00:00,SummerHDP,18:00,0.71
5419,2025-08-14 19:00:00,SummerHDP,19:00,0.788
5420,2025-08-14 20:00:00,SummerHDP,20:00,0.559
5421,2025-08-14 21:00:00,SummerHDP,21:00,0.333
5422,2025-08-14 22:00:00,SummerHDP,22:00,0.215
5423,2025-08-14 23:00:00,SummerHDP,23:00,0.149
5424,2025-08-15 00:00:00,SummerHDP,00:00,0.086
5425,2025-08-15 01:00:00,SummerHDP,01:00,0.059
5426,2025-08-15 02:00:00,SummerHDP,02:00,0.038
5427,2025-08-15 03:00:00,SummerHDP,03:00,0.025
5428,2025-08-15 04:00:00,SummerHDP,04:00,0.016
5429,2025-08-15 05:00:00,SummerHDP,05:00,0.022
5430,2025-08-15 06:00:00,SummerHDP,06:00,0.036
5431,2025-08-15 07:00:00,SummerHDP,07:00,0.021
5432,2025-08-15 08:00:00,SummerHDP,08:00,0.011
5433,2025-08-15 09:00:00,SummerHDP,09:00,0.019
5434,2025-08-15 10:00:00,SummerHDP,10:00,0.031
5435,2025-08-15 11:00:00,SummerHDP,11:00,0.061
5436,2025-08-15 12:00:00,SummerHDP,12:00,0.092
5437,2025-08-15 13:00:00,SummerHDP,13:00,0.124
5438,2025-08-15 14:00:00,SummerHDP,14:00,0.167
5439,2025-08-15 15:00:00,SummerHDP,15:00,0.215
5440,2025-08-15 16:00:00,SummerHDP,16:00,0.356
5441,2025-08-15 17:00:00,SummerHDP,17:00,0.489
5442,2025-08-15 18:00:00,SummerHDP,18:00,0.71
5443,2025-08-15 19:00:00,SummerHDP,19:00,0.788
5444,2025-08-15 20:00:00,SummerHDP,20:00,0.559
5445,2025-08-15 21:00:00,SummerHDP,21:00,0.333
5446,2025-08-15 22:00:00,SummerHDP,22:00,0.215
5447,2025-08-15 23:00:00,SummerHDP,23:00,0.149
5448,2025-08-16 00:00:00,SummerHDP,00:00,0.086
5449,2025-08-16 01:00:00,SummerHDP,01:00,0.059
5450,2025-08-16 02:00:00,SummerHDP,02:00,0.038
5451,2025-08-16 03:00:00,SummerHDP,03:00,0.025
5452,2025-08-16 04:00:00,SummerHDP,04:00,0.016
5453,2025-08-16 05:00:00,SummerHDP,05:00,0.022
5454,2025-08-16 06:00:00,SummerHDP,06:00,0.036
5455,2025-08-16 07:00:00,SummerHDP,07:00,0.021
5456,2025-08-16 08:00:00,SummerHDP,08:00,0.011
5457,2025-08-16 09:00:00,SummerHDP,09:00,0.019
5458,2025-08-16 10:00:00,SummerHDP,10:00,0.031
5459,2025-08-16 11:00:00,SummerHDP,11:00,0.061
5460,2025-08-16 12:00:00,SummerHDP,12:00,0.092
5461,2025-08-16 13:00:00,SummerHDP,13:00,0.124
5462,2025-08-16 14:00:00,SummerHDP,14:00,0.167
5463,2025-08-16 15:00:00,SummerHDP,15:00,0.215
5464,2025-08-16 16:00:00,SummerHDP,16:00,0.356
5465,2025-08-16 17:00:00,SummerHDP,17:00,0.489
5466,2025-08-16 18:00:00,SummerHDP,18:00,0.71
5467,2025-08-16 19:00:00,SummerHDP,19:00,0.788
5468,2025-08-16 20:00:00,SummerHDP,20:00,0.559
5469,2025-08-16 21:00:00,SummerHDP,21:00,0.333
5470,2025-08-16 22:00:00,SummerHDP,22:00,0.215
5471,2025-08-16 23:00:00,SummerHDP,23:00,0.149
5472,2025-08-17 00:00:00,SummerHDP,00:00,0.086
5473,2025-08-17 01:00:00,SummerHDP,01:00,0.059
5474,2025-08-17 02:00:00,SummerHDP,02:00,0.038
5475,2025-08-17 03:00:00,SummerHDP,03:00,0.025
5476,2025-08-17 04:00:00,SummerHDP,04:00,0.016
5477,2025-08-17 05:00:00,SummerHDP,05:00,0.022
5478,2025-08-17 06:00:00,SummerHDP,06:00,0.036
5479,2025-08-17 07:00:00,SummerHDP,07:00,0.021
5480,2025-08-17 08:00:00,SummerHDP,08:00,0.011
5481,2025-08-17 09:00:00,SummerHDP,09:00,0.019
5482,2025-08-17 10:00:00,SummerHDP,10:00,0.031
5483,2025-08-17 11:00:00,SummerHDP,11:00,0.061
5484,2025-08-17 12:00:00,SummerHDP,12:00,0.092
5485,2025-08-17 13:00:00,SummerHDP,13:00,0.124
5486,2025-08-17 14:00:00,SummerHDP,14:00,0.167
5487,2025-08-17 15:00:00,SummerHDP,15:00,0.215
5488,2025-08-17 16:00:00,SummerHDP,16:00,0.356
5489,2025-08-17 17:00:00,SummerHDP,17:00,0.489
5490,2025-08-17 18:00:00,SummerHDP,18:00,0.71
5491,2025-08-17 19:00:00,SummerHDP,19:00,0.788
5492,2025-08-17 20:00:00,SummerHDP,20:00,0.559
5493,2025-08-17 21:00:00,SummerHDP,21:00,0.333
5494,2025-08-17 22:00:00,SummerHDP,22:00,0.215
5495,2025-08-17 23:00:00,SummerHDP,23:00,0.149
5496,2025-08-18 00:00:00,SummerHDP,00:00,0.086
5497,2025-08-18 01:00:00,SummerHDP,01:00,0.059
5498,2025-08-18 02:00:00,SummerHDP,02:00,0.038
5499,2025-08-18 03:00:00,SummerHDP,03:00,0.025
5500,2025-08-18 04:00:00,SummerHDP,04:00,0.016
5501,2025-08-18 05:00:00,SummerHDP,05:00,0.022
5502,2025-08-18 06:00:00,SummerHDP,06:00,0.036
5503,2025-08-18 07:00:00,SummerHDP,07:00,0.021
5504,2025-08-18 08:00:00,SummerHDP,08:00,0.011
5505,2025-08-18 09:00:00,SummerHDP,09:00,0.019
5506,2025-08-18 10:00:00,SummerHDP,10:00,0.031
5507,2025-08-18 11:00:00,SummerHDP,11:00,0.061
5508,2025-08-18 12:00:00,SummerHDP,12:00,0.092
5509,2025-08-18 13:00:00,SummerHDP,13:00,0.124
5510,2025-08-18 14:00:00,SummerHDP,14:00,0.167
5511,2025-08-18 15:00:00,SummerHDP,15:00,0.215
5512,2025-08-18 16:00:00,SummerHDP,16:00,0.356
5513,2025-08-18 17:00:00,SummerHDP,17:00,0.489
5514,2025-08-18 18:00:00,SummerHDP,18:00,0.71
5515,2025-08-18 19:00:00,SummerHDP,19:00,0.788
5516,2025-08-18 20:00:00,SummerHDP,20:00,0.559
5517,2025-08-18 21:00:00,SummerHDP,21:00,0.333
5518,2025-08-18 22:00:00,SummerHDP,22:00,0.215
5519,2025-08-18 23:00:00,SummerHDP,23:00,0.149
5520,2025-08-19 00:00:00,SummerHDP,00:00,0.086
5521,2025-08-19 01:00:00,SummerHDP,01:00,0.059
5522,2025-08-19 02:00:00,SummerHDP,02:00,0.038
5523,2025-08-19 03:00:00,SummerHDP,03:00,0.025
5524,2025-08-19 04:00:00,SummerHDP,04:00,0.016
5525,2025-08-19 05:00:00,SummerHDP,05:00,0.022
5526,2025-08-19 06:00:00,SummerHDP,06:00,0.036
5527,2025-08-19 07:00:00,SummerHDP,07:00,0.021
5528,2025-08-19 08:00:00,SummerHDP,08:00,0.011
5529,2025-08-19 09:00:00,SummerHDP,09:00,0.019
5530,2025-08-19 10:00:00,SummerHDP,10:00,0.031
5531,2025-08-19 11:00:00,SummerHDP,11:00,0.061
5532,2025-08-19 12:00:00,SummerHDP,12:00,0.092
5533,2025-08-19 13:00:00,SummerHDP,13:00,0.124
5534,2025-08-19 14:00:00,SummerHDP,14:00,0.167
5535,2025-08-19 15:00:00,SummerHDP,15:00,0.215
5536,2025-08-19 16:00:00,SummerHDP,16:00,0.356
5537,2025-08-19 17:00:00,SummerHDP,17:00,0.489
5538,2025-08-19 18:00:00,SummerHDP,18:00,0.71
5539,2025-08-19 19:00:00,SummerHDP,19:00,0.788
5540,2025-08-19 20:00:00,SummerHDP,20:00,0.559
5541,2025-08-19 21:00:00,SummerHDP,21:00,0.333
5542,2025-08-19 22:00:00,SummerHDP,22:00,0.215
5543,2025-08-19 23:00:00,SummerHDP,23:00,0.149
5544,2025-08-20 00:00:00,SummerHDP,00:00,0.086
5545,2025-08-20 01:00:00,SummerHDP,01:00,0.059
5546,2025-08-20 02:00:00,SummerHDP,02:00,0.038
5547,2025-08-20 03:00:00,SummerHDP,03:00,0.025
5548,2025-08-20 04:00:00,SummerHDP,04:00,0.016
5549,2025-08-20 05:00:00,SummerHDP,05:00,0.022
5550,2025-08-20 06:00:00,SummerHDP,06:00,0.036
5551,2025-08-20 07:00:00,SummerHDP,07:00,0.021
5552,2025-08-20 08:00:00,SummerHDP,08:00,0.011
5553,2025-08-20 09:00:00,SummerHDP,09:00,0.019
5554,2025-08-20 10:00:00,SummerHDP,10:00,0.031
5555,2025-08-20 11:00:00,SummerHDP,11:00,0.061
5556,2025-08-20 12:00:00,SummerHDP,12:00,0.092
5557,2025-08-20 13:00:00,SummerHDP,13:00,0.124
5558,2025-08-20 14:00:00,SummerHDP,14:00,0.167
5559,2025-08-20 15:00:00,SummerHDP,15:00,0.215
5560,2025-08-20 16:00:00,SummerHDP,16:00,0.356
5561,2025-08-20 17:00:00,SummerHDP,17:00,0.489
5562,2025-08-20 18:00:00,SummerHDP,18:00,0.71
5563,2025-08-20 19:00:00,SummerHDP,19:00,0.788
5564,2025-08-20 20:00:00,SummerHDP,20:00,0.559
5565,2025-08-20 21:00:00,SummerHDP,21:00,0.333
5566,2025-08-20 22:00:00,SummerHDP,22:00,0.215
5567,2025-08-20 23:00:00,SummerHDP,23:00,0.149
5568,2025-08-21 00:00:00,SummerHDP,00:00,0.086
5569,2025-08-21 01:00:00,SummerHDP,01:00,0.059
5570,2025-08-21 02:00:00,SummerHDP,02:00,0.038
5571,2025-08-21 03:00:00,SummerHDP,03:00,0.025
5572,2025-08-21 04:00:00,SummerHDP,04:00,0.016
5573,2025-08-21 05:00:00,SummerHDP,05:00,0.022
5574,2025-08-21 06:00:00,SummerHDP,06:00,0.036
5575,2025-08-21 07:00:00,SummerHDP,07:00,0.021
5576,2025-08-21 08:00:00,SummerHDP,08:00,0.011
5577,2025-08-21 09:00:00,SummerHDP,09:00,0.019
5578,2025-08-21 10:00:00,SummerHDP,10:00,0.031
5579,2025-08-21 11:00:00,SummerHDP,11:00,0.061
5580,2025-08-21 12:00:00,SummerHDP,12:00,0.092
5581,2025-08-21 13:00:00,SummerHDP,13:00,0.124
