,datetime,season,hours,price
0,2025-01-01 00:00:00,WinterHDP,00:00,0.072
1,2025-01-01 01:00:00,WinterHDP,01:00,0.044
2,2025-01-01 02:00:00,WinterHDP,02:00,0.02
3,2025-01-01 03:00:00,WinterHDP,03:00,0.011
4,2025-01-01 04:00:00,WinterHDP,04:00,0.033
5,2025-01-01 05:00:00,WinterHDP,05:00,0.11
6,2025-01-01 06:00:00,WinterHDP,06:00,0.267
7,2025-01-01 07:00:00,WinterHDP,07:00,0.308
8,2025-01-01 08:00:00,WinterHDP,08:00,0.216
9,2025-01-01 09:00:00,WinterHDP,09:00,0.158
10,2025-01-01 10:00:00,WinterHDP,10:00,0.126
11,2025-01-01 11:00:00,WinterHDP,11:00,0.105
12,2025-01-01 12:00:00,WinterHDP,12:00,0.132
13,2025-01-01 13:00:00,WinterHDP,13:00,0.183
14,2025-01-01 14:00:00,WinterHDP,14:00,0.249
15,2025-01-01 15:00:00,WinterHDP,15:00,0.312
16,2025-01-01 16:00:00,WinterHDP,16:00,0.396
17,2025-01-01 17:00:00,WinterHDP,17:00,0.525
18,2025-01-01 18:00:00,WinterHDP,18:00,0.497
19,2025-01-01 19:00:00,WinterHDP,19:00,0.452
20,2025-01-01 20:00:00,WinterHDP,20:00,0.392
21,2025-01-01 21:00:00,WinterHDP,21:00,0.311
22,2025-01-01 22:00:00,WinterHDP,22:00,0.2
23,2025-01-01 23:00:00,WinterHDP,23:00,0.111
24,2025-01-02 00:00:00,WinterHDP,00:00,0.072
25,2025-01-02 01:00:00,WinterHDP,01:00,0.044
26,2025-01-02 02:00:00,WinterHDP,02:00,0.02
27,2025-01-02 03:00:00,WinterHDP,03:00,0.011
28,2025-01-02 04:00:00,WinterHDP,04:00,0.033
29,2025-01-02 05:00:00,WinterHDP,05:00,0.11
30,2025-01-02 06:00:00,WinterHDP,06:00,0.267
31,2025-01-02 07:00:00,WinterHDP,07:00,0.308
32,2025-01-02 08:00:00,WinterHDP,08:00,0.216
33,2025-01-02 09:00:00,WinterHDP,09:00,0.158
34,2025-01-02 10:00:00,WinterHDP,10:00,0.126
35,2025-01-02 11:00:00,WinterHDP,11:00,0.105
36,2025-01-02 12:00:00,WinterHDP,12:00,0.132
37,2025-01-02 13:00:00,WinterHDP,13:00,0.183
38,2025-01-02 14:00:00,WinterHDP,14:00,0.249
39,2025-01-02 15:00:00,WinterHDP,15:00,0.312
40,2025-01-02 16:00:00,WinterHDP,16:00,0.396
41,2025-01-02 17:00:00,WinterHDP,17:00,0.525
42,2025-01-02 18:00:00,WinterHDP,18:00,0.497
43,2025-01-02 19:00:00,WinterHDP,19:00,0.452
44,2025-01-02 20:00:00,WinterHDP,20:00,0.392
45,2025-01-02 21:00:00,WinterHDP,21:00,0.311
46,2025-01-02 22:00:00,WinterHDP,22:00,0.2
47,2025-01-02 23:00:00,WinterHDP,23:00,0.111
48,2025-01-03 00:00:00,WinterHDP,00:00,0.072
49,2025-01-03 01:00:00,WinterHDP,01:00,0.044
50,2025-01-03 02:00:00,WinterHDP,02:00,0.02
51,2025-01-03 03:00:00,WinterHDP,03:00,0.011
52,2025-01-03 04:00:00,WinterHDP,04:00,0.033
53,2025-01-03 05:00:00,WinterHDP,05:00,0.11
54,2025-01-03 06:00:00,WinterHDP,06:00,0.267
55,2025-01-03 07:00:00,WinterHDP,07:00,0.308
56,2025-01-03 08:00:00,WinterHDP,08:00,0.216
57,2025-01-03 09:00:00,WinterHDP,09:00,0.158
58,2025-01-03 10:00:00,WinterHDP,10:00,0.126
59,2025-01-03 11:00:00,WinterHDP,11:00,0.105
60,2025-01-03 12:00:00,WinterHDP,12:00,0.132
61,2025-01-03 13:00:00,WinterHDP,13:00,0.183
62,2025-01-03 14:00:00,WinterHDP,14:00,0.249
63,2025-01-03 15:00:00,WinterHDP,15:00,0.312
64,2025-01-03 16:00:00,WinterHDP,16:00,0.396
65,2025-01-03 17:00:00,WinterHDP,17:00,0.525
66,2025-01-03 18:00:00,WinterHDP,18:00,0.497
67,2025-01-03 19:00:00,WinterHDP,19:00,0.452
68,2025-01-03 20:00:00,WinterHDP,20:00,0.392
69,2025-01-03 21:00:00,WinterHDP,21:00,0.311
70,2025-01-03 22:00:00,WinterHDP,22:00,0.2
71,2025-01-03 23:00:00,WinterHDP,23:00,0.111
72,2025-01-04 00:00:00,WinterHDP,00:00,0.072
73,2025-01-04 01:00:00,WinterHDP,01:00,0.044
74,2025-01-04 02:00:00,WinterHDP,02:00,0.02
75,2025-01-04 03:00:00,WinterHDP,03:00,0.011
76,2025-01-04 04:00:00,WinterHDP,04:00,0.033
77,2025-01-04 05:00:00,WinterHDP,05:00,0.11
78,2025-01-04 06:00:00,WinterHDP,06:00,0.267
79,2025-01-04 07:00:00,WinterHDP,07:00,0.308
80,2025-01-04 08:00:00,WinterHDP,08:00,0.216
81,2025-01-04 09:00:00,WinterHDP,09:00,0.158
82,2025-01-04 10:00:00,WinterHDP,10:00,0.126
83,2025-01-04 11:00:00,WinterHDP,11:00,0.105
84,2025-01-04 12:00:00,WinterHDP,12:00,0.132
85,2025-01-04 13:00:00,WinterHDP,13:00,0.183
86,2025-01-04 14:00:00,WinterHDP,14:00,0.249
87,2025-01-04 15:00:00,WinterHDP,15:00,0.312
88,2025-01-04 16:00:00,WinterHDP,16:00,0.396
89,2025-01-04 17:00:00,WinterHDP,17:00,0.525
90,2025-01-04 18:00:00,WinterHDP,18:00,0.497
91,2025-01-04 19:00:00,WinterHDP,19:00,0.452
92,2025-01-04 20:00:00,WinterHDP,20:00,0.392
93,2025-01-04 21:00:00,WinterHDP,21:00,0.311
94,2025-01-04 22:00:00,WinterHDP,22:00,0.2
95,2025-01-04 23:00:00,WinterHDP,23:00,0.111
96,2025-01-05 00:00:00,WinterHDP,00:00,0.072
97,2025-01-05 01:00:00,WinterHDP,01:00,0.044
98,2025-01-05 02:00:00,WinterHDP,02:00,0.02
99,2025-01-05 03:00:00,WinterHDP,03:00,0.011
100,2025-01-05 04:00:00,WinterHDP,04:00,0.033
101,2025-01-05 05:00:00,WinterHDP,05:00,0.11
102,2025-01-05 06:00:00,WinterHDP,06:00,0.267
103,2025-01-05 07:00:00,WinterHDP,07:00,0.308
104,2025-01-05 08:00:00,WinterHDP,08:00,0.216
105,2025-01-05 09:00:00,WinterHDP,09:00,0.158
106,2025-01-05 10:00:00,WinterHDP,10:00,0.126
107,2025-01-05 11:00:00,WinterHDP,11:00,0.105
108,2025-01-05 12:00:00,WinterHDP,12:00,0.132
109,2025-01-05 13:00:00,WinterHDP,13:00,0.183
110,2025-01-05 14:00:00,WinterHDP,14:00,0.249
111,2025-01-05 15:00:00,WinterHDP,15:00,0.312
112,2025-01-05 16:00:00,WinterHDP,16:00,0.396
113,2025-01-05 17:00:00,WinterHDP,17:00,0.525
114,2025-01-05 18:00:00,WinterHDP,18:00,0.497
115,2025-01-05 19:00:00,WinterHDP,19:00,0.452
116,2025-01-05 20:00:00,WinterHDP,20:00,0.392
117,2025-01-05 21:00:00,WinterHDP,21:00,0.311
118,2025-01-05 22:00:00,WinterHDP,22:00,0.2
119,2025-01-05 23:00:00,WinterHDP,23:00,0.111
120,2025-01-06 00:00:00,WinterHDP,00:00,0.072
121,2025-01-06 01:00:00,WinterHDP,01:00,0.044
122,2025-01-06 02:00:00,WinterHDP,02:00,0.02
123,2025-01-06 03:00:00,WinterHDP,03:00,0.011
124,2025-01-06 04:00:00,WinterHDP,04:00,0.033
125,2025-01-06 05:00:00,WinterHDP,05:00,0.11
126,2025-01-06 06:00:00,WinterHDP,06:00,0.267
127,2025-01-06 07:00:00,WinterHDP,07:00,0.308
128,2025-01-06 08:00:00,WinterHDP,08:00,0.216
129,2025-01-06 09:00:00,WinterHDP,09:00,0.158
130,2025-01-06 10:00:00,WinterHDP,10:00,0.126
131,2025-01-06 11:00:00,WinterHDP,11:00,0.105
132,2025-01-06 12:00:00,WinterHDP,12:00,0.132
133,2025-01-06 13:00:00,WinterHDP,13:00,0.183
134,2025-01-06 14:00:00,WinterHDP,14:00,0.249
135,2025-01-06 15:00:00,WinterHDP,15:00,0.312
136,2025-01-06 16:00:00,WinterHDP,16:00,0.396
137,2025-01-06 17:00:00,WinterHDP,17:00,0.525
138,2025-01-06 18:00:00,WinterHDP,18:00,0.497
139,2025-01-06 19:00:00,WinterHDP,19:00,0.452
140,2025-01-06 20:00:00,WinterHDP,20:00,0.392
141,2025-01-06 21:00:00,WinterHDP,21:00,0.311
142,2025-01-06 22:00:00,WinterHDP,22:00,0.2
143,2025-01-06 23:00:00,WinterHDP,23:00,0.111
144,2025-01-07 00:00:00,WinterHDP,00:00,0.072
145,2025-01-07 01:00:00,WinterHDP,01:00,0.044
146,2025-01-07 02:00:00,WinterHDP,02:00,0.02
147,2025-01-07 03:00:00,WinterHDP,03:00,0.011
148,2025-01-07 04:00:00,WinterHDP,04:00,0.033
149,2025-01-07 05:00:00,WinterHDP,05:00,0.11
150,2025-01-07 06:00:00,WinterHDP,06:00,0.267
151,2025-01-07 07:00:00,WinterHDP,07:00,0.308
152,2025-01-07 08:00:00,WinterHDP,08:00,0.216
153,2025-01-07 09:00:00,WinterHDP,09:00,0.158
154,2025-01-07 10:00:00,WinterHDP,10:00,0.126
155,2025-01-07 11:00:00,WinterHDP,11:00,0.105
156,2025-01-07 12:00:00,WinterHDP,12:00,0.132
157,2025-01-07 13:00:00,WinterHDP,13:00,0.183
158,2025-01-07 14:00:00,WinterHDP,14:00,0.249
159,2025-01-07 15:00:00,WinterHDP,15:00,0.312
160,2025-01-07 16:00:00,WinterHDP,16:00,0.396
161,2025-01-07 17:00:00,WinterHDP,17:00,0.525
162,2025-01-07 18:00:00,WinterHDP,18:00,0.497
163,2025-01-07 19:00:00,WinterHDP,19:00,0.452
164,2025-01-07 20:00:00,WinterHDP,20:00,0.392
165,2025-01-07 21:00:00,WinterHDP,21:00,0.311
166,2025-01-07 22:00:00,WinterHDP,22:00,0.2
167,2025-01-07 23:00:00,WinterHDP,23:00,0.111
168,2025-01-08 00:00:00,WinterHDP,00:00,0.072
169,2025-01-08 01:00:00,WinterHDP,01:00,0.044
170,2025-01-08 02:00:00,WinterHDP,02:00,0.02
171,2025-01-08 03:00:00,WinterHDP,03:00,0.011
172,2025-01-08 04:00:00,WinterHDP,04:00,0.033
173,2025-01-08 05:00:00,WinterHDP,05:00,0.11
174,2025-01-08 06:00:00,WinterHDP,06:00,0.267
175,2025-01-08 07:00:00,WinterHDP,07:00,0.308
176,2025-01-08 08:00:00,WinterHDP,08:00,0.216
177,2025-01-08 09:00:00,WinterHDP,09:00,0.158
178,2025-01-08 10:00:00,WinterHDP,10:00,0.126
179,2025-01-08 11:00:00,WinterHDP,11:00,0.105
180,2025-01-08 12:00:00,WinterHDP,12:00,0.132
181,2025-01-08 13:00:00,WinterHDP,13:00,0.183
182,2025-01-08 14:00:00,WinterHDP,14:00,0.249
183,2025-01-08 15:00:00,WinterHDP,15:00,0.312
184,2025-01-08 16:00:00,WinterHDP,16:00,0.396
185,2025-01-08 17:00:00,WinterHDP,17:00,0.525
186,2025-01-08 18:00:00,WinterHDP,18:00,0.497
187,2025-01-08 19:00:00,WinterHDP,19:00,0.452
188,2025-01-08 20:00:00,WinterHDP,20:00,0.392
189,2025-01-08 21:00:00,WinterHDP,21:00,0.311
190,2025-01-08 22:00:00,WinterHDP,22:00,0.2
191,2025-01-08 23:00:00,WinterHDP,23:00,0.111
192,2025-01-09 00:00:00,WinterHDP,00:00,0.072
193,2025-01-09 01:00:00,WinterHDP,01:00,0.044
194,2025-01-09 02:00:00,WinterHDP,02:00,0.02
195,2025-01-09 03:00:00,WinterHDP,03:00,0.011
196,2025-01-09 04:00:00,WinterHDP,04:00,0.033
197,2025-01-09 05:00:00,WinterHDP,05:00,0.11
198,2025-01-09 06:00:00,WinterHDP,06:00,0.267
199,2025-01-09 07:00:00,WinterHDP,07:00,0.308
200,2025-01-09 08:00:00,WinterHDP,08:00,0.216
201,2025-01-09 09:00:00,WinterHDP,09:00,0.158
202,2025-01-09 10:00:00,WinterHDP,10:00,0.126
203,2025-01-09 11:00:00,WinterHDP,11:00,0.105
204,2025-01-09 12:00:00,WinterHDP,12:00,0.132
205,2025-01-09 13:00:00,WinterHDP,13:00,0.183
206,2025-01-09 14:00:00,WinterHDP,14:00,0.249
207,2025-01-09 15:00:00,WinterHDP,15:00,0.312
208,2025-01-09 16:00:00,WinterHDP,16:00,0.396
209,2025-01-09 17:00:00,WinterHDP,17:00,0.525
210,2025-01-09 18:00:00,WinterHDP,18:00,0.497
211,2025-01-09 19:00:00,WinterHDP,19:00,0.452
212,2025-01-09 20:00:00,WinterHDP,20:00,0.392
213,2025-01-09 21:00:00,WinterHDP,21:00,0.311
214,2025-01-09 22:00:00,WinterHDP,22:00,0.2
215,2025-01-09 23:00:00,WinterHDP,23:00,0.111
216,2025-01-10 00:00:00,WinterHDP,00:00,0.072
217,2025-01-10 01:00:00,WinterHDP,01:00,0.044
218,2025-01-10 02:00:00,WinterHDP,02:00,0.02
219,2025-01-10 03:00:00,WinterHDP,03:00,0.011
220,2025-01-10 04:00:00,WinterHDP,04:00,0.033
221,2025-01-10 05:00:00,WinterHDP,05:00,0.11
222,2025-01-10 06:00:00,WinterHDP,06:00,0.267
223,2025-01-10 07:00:00,WinterHDP,07:00,0.308
224,2025-01-10 08:00:00,WinterHDP,08:00,0.216
225,2025-01-10 09:00:00,WinterHDP,09:00,0.158
226,2025-01-10 10:00:00,WinterHDP,10:00,0.126
227,2025-01-10 11:00:00,WinterHDP,11:00,0.105
228,2025-01-10 12:00:00,WinterHDP,12:00,0.132
229,2025-01-10 13:00:00,WinterHDP,13:00,0.183
230,2025-01-10 14:00:00,WinterHDP,14:00,0.249
231,2025-01-10 15:00:00,WinterHDP,15:00,0.312
232,2025-01-10 16:00:00,WinterHDP,16:00,0.396
233,2025-01-10 17:00:00,WinterHDP,17:00,0.525
234,2025-01-10 18:00:00,WinterHDP,18:00,0.497
235,2025-01-10 19:00:00,WinterHDP,19:00,0.452
236,2025-01-10 20:00:00,WinterHDP,20:00,0.392
237,2025-01-10 21:00:00,WinterHDP,21:00,0.311
238,2025-01-10 22:00:00,WinterHDP,22:00,0.2
239,2025-01-10 23:00:00,WinterHDP,23:00,0.111
240,2025-01-11 00:00:00,WinterHDP,00:00,0.072
241,2025-01-11 01:00:00,WinterHDP,01:00,0.044
242,2025-01-11 02:00:00,WinterHDP,02:00,0.02
243,2025-01-11 03:00:00,WinterHDP,03:00,0.011
244,2025-01-11 04:00:00,WinterHDP,04:00,0.033
245,2025-01-11 05:00:00,WinterHDP,05:00,0.11
246,2025-01-11 06:00:00,WinterHDP,06:00,0.267
247,2025-01-11 07:00:00,WinterHDP,07:00,0.308
248,2025-01-11 08:00:00,WinterHDP,08:00,0.216
249,2025-01-11 09:00:00,WinterHDP,09:00,0.158
250,2025-01-11 10:00:00,WinterHDP,10:00,0.126
251,2025-01-11 11:00:00,WinterHDP,11:00,0.105
252,2025-01-11 12:00:00,WinterHDP,12:00,0.132
253,2025-01-11 13:00:00,WinterHDP,13:00,0.183
254,2025-01-11 14:00:00,WinterHDP,14:00,0.249
255,2025-01-11 15:00:00,WinterHDP,15:00,0.312
256,2025-01-11 16:00:00,WinterHDP,16:00,0.396
257,2025-01-11 17:00:00,WinterHDP,17:00,0.525
258,2025-01-11 18:00:00,WinterHDP,18:00,0.497
259,2025-01-11 19:00:00,WinterHDP,19:00,0.452
260,2025-01-11 20:00:00,WinterHDP,20:00,0.392
261,2025-01-11 21:00:00,WinterHDP,21:00,0.311
262,2025-01-11 22:00:00,WinterHDP,22:00,0.2
263,2025-01-11 23:00:00,WinterHDP,23:00,0.111
264,2025-01-12 00:00:00,WinterHDP,00:00,0.072
265,2025-01-12 01:00:00,WinterHDP,01:00,0.044
266,2025-01-12 02:00:00,WinterHDP,02:00,0.02
267,2025-01-12 03:00:00,WinterHDP,03:00,0.011
268,2025-01-12 04:00:00,WinterHDP,04:00,0.033
269,2025-01-12 05:00:00,WinterHDP,05:00,0.11
270,2025-01-12 06:00:00,WinterHDP,06:00,0.267
271,2025-01-12 07:00:00,WinterHDP,07:00,0.308
272,2025-01-12 08:00:00,WinterHDP,08:00,0.216
273,2025-01-12 09:00:00,WinterHDP,09:00,0.158
274,2025-01-12 10:00:00,WinterHDP,10:00,0.126
275,2025-01-12 11:00:00,WinterHDP,11:00,0.105
276,2025-01-12 12:00:00,WinterHDP,12:00,0.132
277,2025-01-12 13:00:00,WinterHDP,13:00,0.183
278,2025-01-12 14:00:00,WinterHDP,14:00,0.249
279,2025-01-12 15:00:00,WinterHDP,15:00,0.312
280,2025-01-12 16:00:00,WinterHDP,16:00,0.396
281,2025-01-12 17:00:00,WinterHDP,17:00,0.525
282,2025-01-12 18:00:00,WinterHDP,18:00,0.497
283,2025-01-12 19:00:00,WinterHDP,19:00,0.452
284,2025-01-12 20:00:00,WinterHDP,20:00,0.392
285,2025-01-12 21:00:00,WinterHDP,21:00,0.311
286,2025-01-12 22:00:00,WinterHDP,22:00,0.2
287,2025-01-12 23:00:00,WinterHDP,23:00,0.111
288,2025-01-13 00:00:00,WinterHDP,00:00,0.072
289,2025-01-13 01:00:00,WinterHDP,01:00,0.044
290,2025-01-13 02:00:00,WinterHDP,02:00,0.02
291,2025-01-13 03:00:00,WinterHDP,03:00,0.011
292,2025-01-13 04:00:00,WinterHDP,04:00,0.033
293,2025-01-13 05:00:00,WinterHDP,05:00,0.11
294,2025-01-13 06:00:00,WinterHDP,06:00,0.267
295,2025-01-13 07:00:00,WinterHDP,07:00,0.308
296,2025-01-13 08:00:00,WinterHDP,08:00,0.216
297,2025-01-13 09:00:00,WinterHDP,09:00,0.158
298,2025-01-13 10:00:00,WinterHDP,10:00,0.126
299,2025-01-13 11:00:00,WinterHDP,11:00,0.105
300,2025-01-13 12:00:00,WinterHDP,12:00,0.132
301,2025-01-13 13:00:00,WinterHDP,13:00,0.183
302,2025-01-13 14:00:00,WinterHDP,14:00,0.249
303,2025-01-13 15:00:00,WinterHDP,15:00,0.312
304,2025-01-13 16:00:00,WinterHDP,16:00,0.396
305,2025-01-13 17:00:00,WinterHDP,17:00,0.525
306,2025-01-13 18:00:00,WinterHDP,18:00,0.497
307,2025-01-13 19:00:00,WinterHDP,19:00,0.452
308,2025-01-13 20:00:00,WinterHDP,20:00,0.392
309,2025-01-13 21:00:00,WinterHDP,21:00,0.311
310,2025-01-13 22:00:00,WinterHDP,22:00,0.2
311,2025-01-13 23:00:00,WinterHDP,23:00,0.111
312,2025-01-14 00:00:00,WinterHDP,00:00,0.072
313,2025-01-14 01:00:00,WinterHDP,01:00,0.044
314,2025-01-14 02:00:00,WinterHDP,02:00,0.02
315,2025-01-14 03:00:00,WinterHDP,03:00,0.011
316,2025-01-14 04:00:00,WinterHDP,04:00,0.033
317,2025-01-14 05:00:00,WinterHDP,05:00,0.11
318,2025-01-14 06:00:00,WinterHDP,06:00,0.267
319,2025-01-14 07:00:00,WinterHDP,07:00,0.308
320,2025-01-14 08:00:00,WinterHDP,08:00,0.216
321,2025-01-14 09:00:00,WinterHDP,09:00,0.158
322,2025-01-14 10:00:00,WinterHDP,10:00,0.126
323,2025-01-14 11:00:00,WinterHDP,11:00,0.105
324,2025-01-14 12:00:00,WinterHDP,12:00,0.132
325,2025-01-14 13:00:00,WinterHDP,13:00,0.183
326,2025-01-14 14:00:00,WinterHDP,14:00,0.249
327,2025-01-14 15:00:00,WinterHDP,15:00,0.312
328,2025-01-14 16:00:00,WinterHDP,16:00,0.396
329,2025-01-14 17:00:00,WinterHDP,17:00,0.525
330,2025-01-14 18:00:00,WinterHDP,18:00,0.497
331,2025-01-14 19:00:00,WinterHDP,19:00,0.452
332,2025-01-14 20:00:00,WinterHDP,20:00,0.392
333,2025-01-14 21:00:00,WinterHDP,21:00,0.311
334,2025-01-14 22:00:00,WinterHDP,22:00,0.2
335,2025-01-14 23:00:00,WinterHDP,23:00,0.111
336,2025-01-15 00:00:00,WinterHDP,00:00,0.072
337,2025-01-15 01:00:00,WinterHDP,01:00,0.044
338,2025-01-15 02:00:00,WinterHDP,02:00,0.02
339,2025-01-15 03:00:00,WinterHDP,03:00,0.011
340,2025-01-15 04:00:00,WinterHDP,04:00,0.033
341,2025-01-15 05:00:00,WinterHDP,05:00,0.11
342,2025-01-15 06:00:00,WinterHDP,06:00,0.267
343,2025-01-15 07:00:00,WinterHDP,07:00,0.308
344,2025-01-15 08:00:00,WinterHDP,08:00,0.216
345,2025-01-15 09:00:00,WinterHDP,09:00,0.158
346,2025-01-15 10:00:00,WinterHDP,10:00,0.126
347,2025-01-15 11:00:00,WinterHDP,11:00,0.105
348,2025-01-15 12:00:00,WinterHDP,12:00,0.132
349,2025-01-15 13:00:00,WinterHDP,13:00,0.183
350,2025-01-15 14:00:00,WinterHDP,14:00,0.249
351,2025-01-15 15:00:00,WinterHDP,15:00,0.312
352,2025-01-15 16:00:00,WinterHDP,16:00,0.396
353,2025-01-15 17:00:00,WinterHDP,17:00,0.525
354,2025-01-15 18:00:00,WinterHDP,18:00,0.497
355,2025-01-15 19:00:00,WinterHDP,19:00,0.452
356,2025-01-15 20:00:00,WinterHDP,20:00,0.392
357,2025-01-15 21:00:00,WinterHDP,21:00,0.311
358,2025-01-15 22:00:00,WinterHDP,22:00,0.2
359,2025-01-15 23:00:00,WinterHDP,23:00,0.111
360,2025-01-16 00:00:00,WinterHDP,00:00,0.072
361,2025-01-16 01:00:00,WinterHDP,01:00,0.044
362,2025-01-16 02:00:00,WinterHDP,02:00,0.02
363,2025-01-16 03:00:00,WinterHDP,03:00,0.011
364,2025-01-16 04:00:00,WinterHDP,04:00,0.033
365,2025-01-16 05:00:00,WinterHDP,05:00,0.11
366,2025-01-16 06:00:00,WinterHDP,06:00,0.267
367,2025-01-16 07:00:00,WinterHDP,07:00,0.308
368,2025-01-16 08:00:00,WinterHDP,08:00,0.216
369,2025-01-16 09:00:00,WinterHDP,09:00,0.158
370,2025-01-16 10:00:00,WinterHDP,10:00,0.126
371,2025-01-16 11:00:00,WinterHDP,11:00,0.105
372,2025-01-16 12:00:00,WinterHDP,12:00,0.132
373,2025-01-16 13:00:00,WinterHDP,13:00,0.183
374,2025-01-16 14:00:00,WinterHDP,14:00,0.249
375,2025-01-16 15:00:00,WinterHDP,15:00,0.312
376,2025-01-16 16:00:00,WinterHDP,16:00,0.396
377,2025-01-16 17:00:00,WinterHDP,17:00,0.525
378,2025-01-16 18:00:00,WinterHDP,18:00,0.497
379,2025-01-16 19:00:00,WinterHDP,19:00,0.452
380,2025-01-16 20:00:00,WinterHDP,20:00,0.392
381,2025-01-16 21:00:00,WinterHDP,21:00,0.311
382,2025-01-16 22:00:00,WinterHDP,22:00,0.2
383,2025-01-16 23:00:00,WinterHDP,23:00,0.111
384,2025-01-17 00:00:00,WinterHDP,00:00,0.072
385,2025-01-17 01:00:00,WinterHDP,01:00,0.044
386,2025-01-17 02:00:00,WinterHDP,02:00,0.02
387,2025-01-17 03:00:00,WinterHDP,03:00,0.011
388,2025-01-17 04:00:00,WinterHDP,04:00,0.033
389,2025-01-17 05:00:00,WinterHDP,05:00,0.11
390,2025-01-17 06:00:00,WinterHDP,06:00,0.267
391,2025-01-17 07:00:00,WinterHDP,07:00,0.308
392,2025-01-17 08:00:00,WinterHDP,08:00,0.216
393,2025-01-17 09:00:00,WinterHDP,09:00,0.158
394,2025-01-17 10:00:00,WinterHDP,10:00,0.126
395,2025-01-17 11:00:00,WinterHDP,11:00,0.105
396,2025-01-17 12:00:00,WinterHDP,12:00,0.132
397,2025-01-17 13:00:00,WinterHDP,13:00,0.183
398,2025-01-17 14:00:00,WinterHDP,14:00,0.249
399,2025-01-17 15:00:00,WinterHDP,15:00,0.312
400,2025-01-17 16:00:00,WinterHDP,16:00,0.396
401,2025-01-17 17:00:00,WinterHDP,17:00,0.525
402,2025-01-17 18:00:00,WinterHDP,18:00,0.497
403,2025-01-17 19:00:00,WinterHDP,19:00,0.452
404,2025-01-17 20:00:00,WinterHDP,20:00,0.392
405,2025-01-17 21:00:00,WinterHDP,21:00,0.311
406,2025-01-17 22:00:00,WinterHDP,22:00,0.2
407,2025-01-17 23:00:00,WinterHDP,23:00,0.111
408,2025-01-18 00:00:00,WinterHDP,00:00,0.072
409,2025-01-18 01:00:00,WinterHDP,01:00,0.044
410,2025-01-18 02:00:00,WinterHDP,02:00,0.02
411,2025-01-18 03:00:00,WinterHDP,03:00,0.011
412,2025-01-18 04:00:00,WinterHDP,04:00,0.033
413,2025-01-18 05:00:00,WinterHDP,05:00,0.11
414,2025-01-18 06:00:00,WinterHDP,06:00,0.267
415,2025-01-18 07:00:00,WinterHDP,07:00,0.308
416,2025-01-18 08:00:00,WinterHDP,08:00,0.216
417,2025-01-18 09:00:00,WinterHDP,09:00,0.158
418,2025-01-18 10:00:00,WinterHDP,10:00,0.126
419,2025-01-18 11:00:00,WinterHDP,11:00,0.105
420,2025-01-18 12:00:00,WinterHDP,12:00,0.132
421,2025-01-18 13:00:00,WinterHDP,13:00,0.183
422,2025-01-18 14:00:00,WinterHDP,14:00,0.249
423,2025-01-18 15:00:00,WinterHDP,15:00,0.312
424,2025-01-18 16:00:00,WinterHDP,16:00,0.396
425,2025-01-18 17:00:00,WinterHDP,17:00,0.525
426,2025-01-18 18:00:00,WinterHDP,18:00,0.497
427,2025-01-18 19:00:00,WinterHDP,19:00,0.452
428,2025-01-18 20:00:00,WinterHDP,20:00,0.392
429,2025-01-18 21:00:00,WinterHDP,21:00,0.311
430,2025-01-18 22:00:00,WinterHDP,22:00,0.2
431,2025-01-18 23:00:00,WinterHDP,23:00,0.111
432,2025-01-19 00:00:00,WinterHDP,00:00,0.072
433,2025-01-19 01:00:00,WinterHDP,01:00,0.044
434,2025-01-19 02:00:00,WinterHDP,02:00,0.02
435,2025-01-19 03:00:00,WinterHDP,03:00,0.011
436,2025-01-19 04:00:00,WinterHDP,04:00,0.033
437,2025-01-19 05:00:00,WinterHDP,05:00,0.11
438,2025-01-19 06:00:00,WinterHDP,06:00,0.267
439,2025-01-19 07:00:00,WinterHDP,07:00,0.308
440,2025-01-19 08:00:00,WinterHDP,08:00,0.216
441,2025-01-19 09:00:00,WinterHDP,09:00,0.158
442,2025-01-19 10:00:00,WinterHDP,10:00,0.126
443,2025-01-19 11:00:00,WinterHDP,11:00,0.105
444,2025-01-19 12:00:00,WinterHDP,12:00,0.132
445,2025-01-19 13:00:00,WinterHDP,13:00,0.183
446,2025-01-19 14:00:00,WinterHDP,14:00,0.249
447,2025-01-19 15:00:00,WinterHDP,15:00,0.312
448,2025-01-19 16:00:00,WinterHDP,16:00,0.396
449,2025-01-19 17:00:00,WinterHDP,17:00,0.525
450,2025-01-19 18:00:00,WinterHDP,18:00,0.497
451,2025-01-19 19:00:00,WinterHDP,19:00,0.452
452,2025-01-19 20:00:00,WinterHDP,20:00,0.392
453,2025-01-19 21:00:00,WinterHDP,21:00,0.311
454,2025-01-19 22:00:00,WinterHDP,22:00,0.2
455,2025-01-19 23:00:00,WinterHDP,23:00,0.111
456,2025-01-20 00:00:00,WinterHDP,00:00,0.072
457,2025-01-20 01:00:00,WinterHDP,01:00,0.044
458,2025-01-20 02:00:00,WinterHDP,02:00,0.02
459,2025-01-20 03:00:00,WinterHDP,03:00,0.011
460,2025-01-20 04:00:00,WinterHDP,04:00,0.033
461,2025-01-20 05:00:00,WinterHDP,05:00,0.11
462,2025-01-20 06:00:00,WinterHDP,06:00,0.267
463,2025-01-20 07:00:00,WinterHDP,07:00,0.308
464,2025-01-20 08:00:00,WinterHDP,08:00,0.216
465,2025-01-20 09:00:00,WinterHDP,09:00,0.158
